,title,developer,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting,item_id,playtime_forever,user_id,recommend,sentiment_score,posted_year
1026031,Kinetic Void,Badland Studio,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227160,45,AbuseNab,True,2,2014
424219,The Stanley Parable,Galactic Cafe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221910,22,76561198048363750,True,2,2014
421659,Dying Light,Techland,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239140,5,Lumii92,True,2,2014
937869,World of Guns: Gun Disassembly,Noble Empire Corp.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262410,61,BBBirb,True,2,2014
69763,The Ship: Single Player,Outerlight Ltd.,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,29,76561198074763789,True,2,2015
167359,Alpha Runner,LightsoutGames,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,387840,12,Crafe,False,2,2014
277672,Dream Pinball 3D,ASK Homework,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215790,6,OfficialVinyldash,True,2,2013
760989,Eryi's Action,Xtal Sword,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261700,72,76561198111531052,True,2,2015
1230286,Tom Clancy's Ghost Recon: Future Soldier™,"Ubisoft Paris,Red Storm Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212630,66,weoweoman,True,2,2014
1167318,"Warhammer® 40,000: Dawn of War® – Winter Assault",Relic Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,96,76561198054210948,True,2,2014
1057476,Infinity Wars: Animated Trading Card Game,Lightmare Studios,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,257730,18,TheDucktor,True,2,2014
1423427,Chip,Coatsink,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275470,92,ricardojr190,True,2,2014
647342,Penumbra: Black Plague Gold Edition,Frictional Games,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22120,39,SassyLemon,True,2,2012
97302,Castle Crashers®,The Behemoth,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204360,91,76561198066621462,True,2,2015
313415,Floating Point,Suspicious Developments,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302380,2,Nepku_,True,2,2013
1011724,The Deer,"Fabio Ferrara,Giulia Airoldi",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400240,12,35353534,True,2,2014
429794,Pinball Arcade,FarSight Studios,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238260,1,mjtothetop,True,2,2012
95312,Kingdoms Rise,Flyleap Studios Pty. Ltd.,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248630,14,meowvel,False,0,2015
785456,Worm.is: The Game,Freakinware Studios,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466910,6,Reagan3211,True,2,2014
1474670,APB Reloaded,Reloaded Productions,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113400,27,76561198082945647,True,2,2014
5067,Medusa's Labyrinth,Guru Games,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,436110,10,chidvd,True,2,2015
1284567,Warframe,Digital Extremes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230410,1,Kipikinson,True,2,2015
473691,Crysis 2 - Maximum Edition,Crytek Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108800,38,prohan,True,2,2013
1256152,Red Crucible®: Firestorm,"Rocketeer Games Studio, LLC",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298240,12,franklinhi,True,2,2014
1586456,Rustbucket Rumble,Reactor Zero,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351140,18,thegalaxyfutureyoutuber,True,2,2014
36076,Cthulhu Saves the World,Zeboyd Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107310,47,youareTERRIBLE,True,2,2014
588544,Shadows of War,TRI.G,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340220,56,mda7,False,2,2015
1590464,Trove,Trion Worlds,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,304050,58,gunnerjiale,True,2,2015
829834,Prototype 2,Radical Entertainment,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115320,51,xXPOTATOSLADXx,True,0,2015
485365,Call of Duty: United Offensive,Gray Matter Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,1,LucarioSakaki,True,2,2014
591306,Company of Heroes 2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231430,9,tankmannz,True,2,2014
534951,Foreign Legion: Multi Massacre,Sakari Indie &amp; GriN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205550,41,76561198036921706,True,2,2014
1594619,WARMODE,WARTEAM,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,391460,6,76561198095160053,True,2,2015
615053,The SKIES,Eforb,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,337950,9,PandaCorn666,True,2,2014
332346,Aliens versus Predator Classic 2000,Rebellion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730,40,yaegerthearcticwolf,True,2,2015
163429,Worms Pinball,Team17 Digital Ltd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70660,2,76561198054131489,True,2,2014
761897,The Expendabros,Free Lives,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312990,4,xKrypt0,True,2,2013
1591102,METAL SLUG DEFENSE,SNK CORPORATION,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356310,25,76561198075406197,True,2,2013
794985,Reprisal Universe,electrolyte,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319560,4,AleksoSmeksoHere,True,2,2015
1295550,STAR WARS™ Jedi Knight II - Jedi Outcast™,"Raven Software,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030,29,DontCareForURL,False,2,2015
993916,The Plan,Krillbite Studio,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250600,15,RegularSmokeyJoe,True,2,2014
525889,Morphopolis,"Dan  Walters,Ceri Williams",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314020,51,komarexpl,True,2,2014
642083,Commander Keen,id Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9180,9,76561198040183690,True,2,2014
1034354,Sonic &amp; All-Stars Racing Transformed,Sumo Digital,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212480,67,PSLOVER9,True,2,2015
1145774,Seduce Me the Otome,Michaela Laws,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367120,15,76561198037228389,True,2,2015
293899,Luxor: 5th Passage,MumboJumbo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60340,69,napoleoninrags,True,2,2013
1428310,Hearts of Iron III,Paradox Development Studio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25890,47,Mockism,False,0,2015
1383732,Sanctum 2,Coffee Stain Studios,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210770,4,76561198071676311,True,2,2015
1359664,EDGE,Two Tribes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38740,92,SuperScore,True,2,2015
1341081,Mirror's Edge™,DICE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17410,52,Sacobite,True,2,2015
1116217,Portal 2,Valve,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,620,20,76561198064813230,True,2,2014
983573,Realm of the Mad God,Wild Shadow Studios,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200210,37,PigdogGetSome,True,2,2014
372102,ORION: Prelude,"Trek Industries, Inc",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104900,44,Duchvelka,True,2,2014
1400838,MANDAGON,Blind Sky Studios,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461560,16,bobafettboi,True,0,2015
1028478,SMITE®,Hi-Rez Studios,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386360,14,sorrentor,True,2,2014
1199060,Portal,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,Admastvia,True,2,2013
17948,Fist Puncher,Team2Bit,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238630,72,phrostb,True,2,2014
668721,Osmos,Hemisphere Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29180,59,76561198059897383,True,0,2015
469407,Guardians of Middle-earth,Zombie Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111900,94,spinefarm,True,2,2012
1522050,Satellite Reign,5 Lives Studios,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268870,38,76561197994640892,True,2,2013
1349934,BIT.TRIP RUNNER,Gaijin Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63710,48,76561198063818739,True,2,2015
72870,Mount &amp; Blade,TaleWorlds Entertainment,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22100,30,digfernandes,True,0,2014
166026,Trove,Trion Worlds,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,304050,1,76561198096443555,False,2,2014
434777,Bleed,Ian Campbell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239800,73,guwopguccimane,True,2,2013
1401873,Machinarium,Amanita Design,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40700,82,gxsm,True,2,2012
864037,Weird Worlds: Return to Infinite Space,Digital Eel,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226120,3,brysointer,True,2,2014
656387,The Hat Man: Shadow Ward,Game Mechanics,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,291010,4,SnowDeLaMeme,True,2,2014
40706,Half-Life: Source,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,agret,False,0,2014
1064096,BLOCKADE 3D,Shumkov Dmitriy,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302830,24,pancakesss,True,2,2014
191729,Deathmatch Classic,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,halofan360,True,2,2014
887525,Retro City Rampage™ DX,"Vblank Entertainment, Inc.",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,204630,100,RebellionRob,True,2,2013
358908,"Please, Don’t Touch Anything",Four Quarters,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354240,96,comin4datbooty,True,2,2015
462817,RUSH,Two Tribes,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38720,9,76561198051748820,True,2,2012
467049,Bastion,Supergiant Games,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107100,81,snubbo,True,2,2014
640268,Half-Life 2: Deathmatch,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,38,barcafan835,True,0,2015
435504,Polarity,Bluebutton Games,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,315430,2,AchievementHunterHazard,True,2,2014
160919,BioShock™ Remastered,"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409710,44,BrodyL12,False,0,2013
1304149,Auditorium,Cipher Prime Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205870,5,76561198026614455,True,0,2014
1073435,Murder Miners,JForce Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274900,6,Playerize,False,0,2015
1098342,Five Nights at Freddy's,Scott Cawthon,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319510,50,76561198083376561,True,2,2014
1072225,Dungeon Defenders II,Trendy Entertainment,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236110,26,greenfuzzie23,True,2,2015
278785,Everquest ®,Daybreak Game Company,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205710,1,toliman,True,2,2011
358843,Fingered,"Edmund McMillen,James Id",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384360,10,comin4datbooty,False,2,2015
1379796,Mold on Pizza 🍕,BTNcafe,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387870,36,76561198053795491,False,2,2014
1552466,Gauntlet™ Slayer Edition,Arrowhead Game Studios,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258970,92,76561198035941275,True,2,2014
1444776,Gear Up,Doctor Entertainment AB,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214420,8,76561198065955655,True,2,2013
1534672,Homefront,"Kaos Studios,Digital Extremes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55100,92,76561198047210840,True,0,2015
1439830,Poker Night 2,Telltale Games,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234710,20,76561198063289205,True,2,2014
1344844,AdVenture Capitalist,Hyper Hippo Games,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346900,58,76561198089053903,True,2,2013
992167,APB Reloaded,Reloaded Productions,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113400,43,RadicalLapis,True,2,2015
1003779,World of Guns: Gun Disassembly,Noble Empire Corp.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262410,36,URHNDEH____DERGE,True,2,2015
1304620,Sven Co-op,Sven Co-op Team,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225840,36,Melonman231,True,2,2014
223073,Gothic® 3,Piranha Bytes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39500,44,mutatedwombat,True,2,2014
845609,Audiosurf 2,Dylan Fitterer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235800,44,rangalocks,True,0,2014
544498,Lovely Planet,QUICKTEQUILA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298600,1,mystic_guardian,False,2,2014
227952,Fairy Bloom Freesia,Edelweiss,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214590,78,Nipsey,True,2,2014
248245,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,Opus,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214830,80,76561198045431856,True,2,2015
155287,Space Pirates and Zombies,MinMax Games Ltd.,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107200,26,76561197973196808,True,0,2014
1174550,Stellar 2D,quad games,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391070,1,paulomilitao,True,2,2015
532908,Fortix 2,Nemesys Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45450,37,76561198032012843,True,2,2013
685965,DOOM 3,id Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050,92,roman90009,True,2,2015
97920,LIMBO,Playdead,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,52,76561198038398765,True,2,2014
357827,MANDAGON,Blind Sky Studios,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461560,3,SadisticAss,True,2,2012
47763,Deus Ex: Invisible War,Ion Storm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,42,Ranneko,True,0,2012
1151470,Loadout,Edge of Reality,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208090,47,76561198064247736,False,2,2015
261466,Clickr,"Ntreev Soft Co., Ltd.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45500,78,Sp3ctre,True,2,2014
375141,To Burn in Memory,Orihaus,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434120,1,Namboku,True,0,2014
1530000,DOOM II,id Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,54,76561198013564709,True,2,2014
1488585,Terraria,Re-Logic,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105600,93,themajesticlemon,True,2,2013
91899,You Must Build A Boat,EightyEightGames,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290890,40,TacticalCrayon,True,2,2014
704555,World of Guns: Gun Disassembly,Noble Empire Corp.,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262410,3,DrQuaz,True,2,2014
984518,Out There Somewhere,MiniBoss,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263980,22,UZS,True,2,2015
1199828,Braid,Number None,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26800,43,lawranca,True,2,2013
875677,AKIBA'S TRIP: Undead ＆ Undressed,ACQUIRE Corp.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333980,16,teachmehowtosoli,True,2,2015
1331002,PlanetSide 2,Daybreak Game Company,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,218230,30,76561198075422436,True,2,2015
897581,Peggle Extreme,"PopCap Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,88,cadeinminecraft,True,2,2014
849057,Universe Sandbox,Giant Army,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72200,2,JagerIsAmazing,False,2,2014
719259,Peggle Deluxe,"PopCap Games, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,17,Outbackalien,True,2,2014
648730,Giana Sisters: Twisted Dreams,Black Forest Games,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223220,54,millplaygame,False,0,2014
870188,Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372000,18,deltalink21,True,0,2015
58920,Everlasting Summer,Soviet Games,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,331470,2,deathnz1,True,2,2014
356998,Orcs Must Die!,Robot Entertainment,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102600,53,76561197960467275,True,2,2014
1307379,The Banner Saga: Factions,Stoic,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219340,14,76561198120690276,True,0,2014
1121924,Assassin's Creed 2 Deluxe Edition,Ubisoft Montreal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33230,16,76561198052123464,True,0,2014
347014,Only If,Creability,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298260,14,2spooky,True,2,2014
293761,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,220240,4,WTkFox,True,2,2015
231190,FINAL FANTASY III,Square Enix,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239120,82,orphoftheabyss,True,2,2014
1418853,Floating Point,Suspicious Developments,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302380,20,Jordanmuss,False,2,2014
648163,SPINTIRES™,Oovee® Game Studios,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,263280,1,DefNotPeter,False,0,2012
25014,Golf With Your Friends,Blacklight Interactive,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,431240,51,brat81,True,0,2012
338021,Chains,2DEngine.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11360,37,badminton,True,2,2015
370898,Written in the Sky,Unwonted Studios,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,416130,59,tgpn,True,2,2013
1516079,Guardians of Orion,"Trek Industries, Inc",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407840,37,YoHuNz,True,2,2014
426061,VVVVVV,Terry Cavanagh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70300,39,091263,True,2,2013
410811,Infinity Wars: Animated Trading Card Game,Lightmare Studios,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,257730,34,ryanwh,True,2,2014
1439171,Mini Motor Racing EVO,The Binary Mill,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,209520,49,MiniMidge47,True,2,2013
635490,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20920,43,williamborowiak,True,2,2015
427699,GRID Autosport,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,255220,31,76561198044026724,True,2,2014
469010,Ricochet,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,76561198071755562,True,2,2015
408318,Jigoku Kisetsukan: Sense of the Seasons,Emad,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368950,38,76561198070629402,True,2,2015
61182,X-COM: UFO Defense,"MicroProse Software, Inc",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7760,9,76561198039441595,False,0,2014
182533,ArcheBlade™,CodeBrush Games,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207230,8,DusCrazyPerson,True,2,2014
222442,Only If,Creability,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298260,64,mutatedwombat,True,2,2014
1075526,ARK: Survival Evolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,346110,47,76561198008021472,True,2,2014
835341,Euro Truck Simulator 2,SCS Software,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227300,75,jimbylad,True,2,2011
378413,Dead Effect,"BadFly Interactive, a.s.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286040,84,Mezlinthedrezzin,True,2,2015
439350,Real Boxing™,Vivid Games S.A.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296770,26,76561198004638606,True,2,2012
602494,Loadout,Edge of Reality,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208090,89,Eack,True,2,2014
751155,theHunter: Primal,"Expansive Worlds,Avalanche Studios",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,322920,22,Quazziemodo,False,0,2014
1213005,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41700,67,Jaewda,False,0,2015
1347736,Garbage Day,Svajūnas Žemaitis,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368860,78,ShevilleWarhand,False,2,2014
665846,Undertale,tobyfox,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391540,92,KattykitTheKittyKat,True,2,2015
179660,Savant - Ascent,D-Pad Studio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259530,11,thepengwin,True,0,2013
855223,Relic Hunters Zero,Rogue Snail,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382490,20,mermeladaxd341,True,2,2014
1127431,Half-Life 2: Lost Coast,Valve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,90,BlackReaperHei,True,2,2013
924434,The Ball,Teotl Studios,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35460,76,76561198064723833,True,0,2014
959719,Yet Another Zombie Defense,Awesome Games Studio,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270550,58,marster1618,True,2,2015
311644,Bad Rats: the Rats' Revenge,Invent4 Entertainment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34900,32,me11111111,True,0,2014
1229224,Tiny and Big: Grandpa's Leftovers,Black Pants Studio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205910,20,darkn64,True,2,2015
